date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-11-16 00:00:00,10,8.7,12.1,2.2,,209,15.5,35.2,1012,
2020-11-17 00:00:00,9.8,8.4,10.8,1.6,,225,15.4,31.5,1022.3,
2020-11-18 00:00:00,10.3,8.4,12.6,0,,207,14.6,29.6,1023.5,
2020-11-19 00:00:00,9.1,5.5,11.2,0.2,,243,21.5,53.7,1015.6,
2020-11-20 00:00:00,4,1.2,6,0,,277,15.2,38.9,1029.2,
2020-11-21 00:00:00,3.7,0.7,6.4,0.1,,212,16.5,38.9,1030.1,
2020-11-22 00:00:00,7.5,6.1,9,1.2,,239,18.2,38.9,1022.1,
2020-11-23 00:00:00,6.7,5.1,8.3,0,,264,16.4,42.6,1024.6,
2020-11-24 00:00:00,4.5,2.4,7.6,0,,206,12.5,25.9,1025.3,
2020-11-25 00:00:00,2.5,1.1,4.8,0,,180,11.1,22.2,1020.5,
2020-11-26 00:00:00,4.2,1,7.1,0,,227,10.7,22.2,1020.3,
2020-11-27 00:00:00,5.1,2.7,6.3,0,,350,5.4,16.7,1022.2,
2020-11-28 00:00:00,2.5,1.2,3.7,0,,23,6.2,16.7,1025.3,
2020-11-29 00:00:00,2.9,1.5,4.7,0,,330,11.4,25.9,1026.7,
2020-11-30 00:00:00,1.1,0.5,1.9,0,,243,11,24.1,1023.9,
2020-12-01 00:00:00,1.4,0.2,3.2,0.3,,151,12.1,27.8,1017.1,
2020-12-02 00:00:00,0.1,-1.7,2.2,0,,119,11.3,25.9,1020.1,
2020-12-03 00:00:00,-1.1,-2.5,0.3,0,,146,15.3,33.3,1007.4,
2020-12-04 00:00:00,0.5,-2.1,2.9,0,,125,16.7,33.3,996.3,
2020-12-05 00:00:00,3.2,1.1,6.2,0,,129,13,33.3,1000,
2020-12-06 00:00:00,6.7,3.9,9.4,0,,105,17.7,37,1001.6,
2020-12-07 00:00:00,6.3,3.9,8.1,0,,132,15.9,40.8,1002.1,
2020-12-08 00:00:00,4.6,3.1,6.4,0,,101,12,27.8,1007.2,
2020-12-09 00:00:00,3.2,1.9,4.1,2.4,,100,15.5,29.6,1010.5,
2020-12-10 00:00:00,0.4,-0.9,1.8,0,,96,12.4,29.6,1010,
2020-12-11 00:00:00,0.2,-0.9,1.2,0,,117,14.3,33.3,1004.3,
2020-12-12 00:00:00,1.8,1,2.9,0.1,,107,14.1,31.5,1002,
2020-12-13 00:00:00,2.3,1.5,3.2,0,,93,6.2,18.5,1010.7,
2020-12-14 00:00:00,4.7,2.4,7.2,0,,161,13.3,29.6,1013.6,
2020-12-15 00:00:00,5.7,3.5,7.4,0.4,,167,13.5,27.8,1013,
2020-12-16 00:00:00,6.8,5.5,7.8,0.3,,192,8.7,25.9,1019.7,
2020-12-17 00:00:00,6,3.9,8.4,0.4,,176,14.3,29.6,1020.5,
2020-12-18 00:00:00,5.5,3.7,8.1,0,,199,11.7,24.1,1024.1,
2020-12-19 00:00:00,4.2,2.2,7.3,0,,160,14.7,27.8,1020.9,
2020-12-20 00:00:00,4.4,2.8,6.6,0.4,,164,13.7,27.8,1021.1,
2020-12-21 00:00:00,5.1,3.8,7.4,1.4,,189,12.9,31.5,1021,
2020-12-22 00:00:00,9,5.2,11.9,8.7,,228,19.8,44.5,1010.1,
2020-12-23 00:00:00,7.7,6.5,9.2,4.9,,171,9.7,25.9,1012.3,
2020-12-24 00:00:00,6.6,3.5,8.6,5.1,,268,17.9,44.5,1005.2,
2020-12-25 00:00:00,2.5,1.3,3.5,0.2,,314,14.7,29.6,1017.3,
2020-12-26 00:00:00,1.3,-0.1,2.4,0,,238,15.4,35.2,1019.3,
2020-12-27 00:00:00,2.1,1.1,3.6,0,,169,26,53.7,999.7,
2020-12-28 00:00:00,2.2,1.2,4.3,0.5,,134,16.1,42.6,984.3,
2020-12-29 00:00:00,2.3,1,4.1,1.1,,187,12.5,27.8,987.8,
2020-12-30 00:00:00,2,0.2,4.3,0,,196,13.8,29.6,1001.2,
2020-12-31 00:00:00,2.1,1.2,4.4,0.1,,185,12.8,25.9,1006.1,
2021-01-01 00:00:00,1,0.1,1.8,1.2,,195,8.2,20.4,1007.7,
2021-01-02 00:00:00,0.8,-1.1,2.9,0,,176,8.1,22.2,1014.5,
2021-01-03 00:00:00,0.3,-0.2,0.7,7.2,,57,18.2,37,1015.8,
2021-01-04 00:00:00,0.8,0.5,1,3.4,,51,14.9,31.5,1017.2,
2021-01-05 00:00:00,1.3,0.6,2.1,2.3,,30,15.1,31.5,1016.9,
2021-01-06 00:00:00,1.6,0.8,2.3,3.8,,300,12.8,29.6,1011.2,
2021-01-07 00:00:00,1,0.6,1.3,1.4,,248,13.1,29.6,1010.1,
2021-01-08 00:00:00,0.2,-0.5,0.9,0.9,,239,8.7,20.4,1012.2,
2021-01-09 00:00:00,0.6,0.1,1.3,0.9,,279,8.4,18.5,1019.7,
2021-01-10 00:00:00,0.3,-0.8,0.9,0,,249,10.3,25.9,1023.8,
2021-01-11 00:00:00,0.8,-0.7,2,1,,214,17.4,42.6,1017.3,
2021-01-12 00:00:00,1.8,0.2,2.5,6.8,,240,19.8,44.5,1003.8,
2021-01-13 00:00:00,1.3,0,3,4,,266,22.6,50,1005.5,
2021-01-14 00:00:00,1.6,0.7,2.7,2.1,,326,17.5,46.3,1013.5,
2021-01-15 00:00:00,-0.7,-2.7,0.6,1.5,,335,14,33.3,1023.4,
2021-01-16 00:00:00,-2.3,-3,-1.5,0.5,,296,13.4,33.3,1023.4,
2021-01-17 00:00:00,-2.8,-4.9,-1.2,0,,193,7.2,20.4,1020.3,
2021-01-18 00:00:00,-2.2,-4.9,1.3,2.8,,190,11.1,29.6,1019.1,
2021-01-19 00:00:00,2.3,1.5,3.9,9.6,,218,17.3,35.2,1008.9,
2021-01-20 00:00:00,5.7,4,8.1,0.7,,211,19.1,38.9,1003.1,
2021-01-21 00:00:00,8.1,5.6,11.4,0,,190,21.8,48.2,997.3,
2021-01-22 00:00:00,7.6,3.1,9.5,0,,217,17.1,53.7,992.8,
2021-01-23 00:00:00,1.8,0.5,2.8,4.4,,291,8.6,22.2,996.7,
2021-01-24 00:00:00,0.5,-0.5,1.3,2.7,,94,9.3,20.4,996.7,
2021-01-25 00:00:00,0.9,0,2.1,0.9,,266,10.7,24.1,1002.9,
2021-01-26 00:00:00,0.2,-1.7,1.9,0.2,,267,12.4,29.6,1011.1,
2021-01-27 00:00:00,1.2,-0.1,3.6,0.2,,231,12.4,27.8,1012.9,
2021-01-28 00:00:00,1.8,-1.2,3.5,1.1,,295,11.7,25.9,1004.6,
2021-01-29 00:00:00,-1.6,-3.2,0,1.3,,100,11,29.6,999.4,
2021-01-30 00:00:00,-1.1,-3.2,0.8,2.6,,350,10.9,27.8,1001.7,
2021-01-31 00:00:00,-3.4,-5.6,0.3,0,,223,8,20.4,1005.7,
2021-02-01 00:00:00,-3.2,-6.2,-0.1,0.2,,118,14.9,33.3,1000.1,
2021-02-02 00:00:00,0.4,-1.4,1.4,3.1,,195,9.4,22.2,1002.1,
2021-02-03 00:00:00,3.6,1.1,5.7,9.6,,127,8.2,25.9,999.3,
2021-02-04 00:00:00,1.4,-0.4,4.3,5.5,,31,11.7,31.5,1010.8,
2021-02-05 00:00:00,-0.1,-0.9,1,1.4,,93,17.4,38.9,1018.6,
2021-02-06 00:00:00,-1.6,-3.7,-0.5,0.3,,82,23.5,51.8,1019.1,
2021-02-07 00:00:00,-5.8,-7,-3.6,2.7,,80,29.2,61.1,1012.5,
2021-02-08 00:00:00,-8.5,-10,-6.1,6.4,,61,21.5,53.7,1005.7,
2021-02-09 00:00:00,-9.4,-11.5,-7.3,1.7,,359,6.3,16.7,1007.1,
2021-02-10 00:00:00,-9,-12.7,-4.6,0.7,,309,7.2,20.4,1012,
2021-02-11 00:00:00,-5.6,-8.6,-2.4,0.7,,337,10.6,22.2,1026,
2021-02-12 00:00:00,-6.1,-9.1,-2.1,0.2,,350,10.4,24.1,1035.4,
2021-02-13 00:00:00,-5.1,-8.9,-0.7,0,,311,9.9,20.4,1040.3,
2021-02-14 00:00:00,-5.3,-8,-1,0,,264,9.7,20.4,1041.7,
2021-02-15 00:00:00,-4.3,-10.8,1.5,2.4,,163,14,33.3,1032.8,
2021-02-16 00:00:00,2.6,0.5,4.2,1.9,,195,10.7,29.6,1018.6,
2021-02-17 00:00:00,4.6,3,5.9,1.4,,246,14.1,35.2,1014,
2021-02-18 00:00:00,6.5,3.8,10.3,0.5,,173,12.1,33.3,1017.2,
2021-02-19 00:00:00,6.5,3,9.3,3,,226,14.9,37,1016.3,
2021-02-20 00:00:00,6.3,1.3,12.2,0,,161,13,25.9,1019.7,
2021-02-21 00:00:00,8.9,4.6,15.3,0,,168,13.9,25.9,1018.9,
2021-02-22 00:00:00,7.5,3.2,13.6,0,,167,10.8,24.1,1022.3,
2021-02-23 00:00:00,11,4.5,18.3,0,,213,9.9,24.1,1030.4,
2021-02-24 00:00:00,13.2,8.7,19.2,0,,213,11.8,27.8,1031.2,
2021-02-25 00:00:00,12.7,7.9,18.8,0,,222,11.5,29.6,1026.8,
2021-02-26 00:00:00,8.3,5.4,10.5,2.7,,296,13,31.5,1028.8,
2021-02-27 00:00:00,5,3,7.1,0,,296,14.4,31.5,1036,
2021-02-28 00:00:00,4.6,2.3,8,0,,281,11.4,24.1,1036.7,
2021-03-01 00:00:00,5.4,2.6,9.1,0,,254,7.4,16.7,1035.9,
2021-03-02 00:00:00,5.3,0.3,12.1,0,,213,4.9,13,1034.3,
2021-03-03 00:00:00,6.9,0.5,14.1,0,,209,9.7,25.9,1027.1,
2021-03-04 00:00:00,4.1,2.8,7.1,0,,305,13.7,29.6,1018.6,
2021-03-05 00:00:00,1.8,-0.7,4.6,0,,343,12.9,31.5,1024.9,
2021-03-06 00:00:00,1.3,-2.7,4.7,0,,268,14,35.2,1030.6,
2021-03-07 00:00:00,2.4,0.9,3.7,0.5,,272,17.5,40.8,1022.5,
2021-03-08 00:00:00,1.9,-1.5,5.5,0.3,,1,9.4,24.1,1022,
2021-03-09 00:00:00,0.7,-3.7,5.9,0,,126,9.7,20.4,1020.9,
2021-03-10 00:00:00,2.1,-3.6,7.8,0,,133,11.8,29.6,1019,
2021-03-11 00:00:00,6,2.5,10.6,10.1,,197,23,57.4,1001.3,
2021-03-12 00:00:00,7.4,5.8,9.4,3.1,,244,22.8,53.7,1002.1,
2021-03-13 00:00:00,6.6,4.9,8.7,5.5,,218,23.2,57.4,997.1,
2021-03-14 00:00:00,5.4,4.3,6.8,5.9,,260,23.4,61.1,1001.2,
2021-03-15 00:00:00,4.4,3.1,6,3.6,,254,15.5,38.9,1006.6,
2021-03-16 00:00:00,4.1,2.1,6.2,1.5,,319,17.7,40.8,1015.5,
2021-03-17 00:00:00,2.6,1,5,0.6,,354,10.1,25.9,1021.9,
2021-03-18 00:00:00,1.7,-0.4,4.2,2,,318,8.5,24.1,1021.6,
2021-03-19 00:00:00,1,-1.6,3.2,1,,17,15,42.6,1022.3,
2021-03-20 00:00:00,0.2,-3.3,2.9,0,,297,12.2,33.3,1026.4,
2021-03-21 00:00:00,4.9,3,7.6,1.4,,296,19.4,46.3,1014.1,
2021-03-22 00:00:00,4.3,-0.1,8.4,0,,301,11.6,27.8,1019.3,
2021-03-23 00:00:00,5.6,4.2,7.4,0.3,,281,12.4,27.8,1023.1,
2021-03-24 00:00:00,6.7,3.5,11.5,0,,235,9.7,25.9,1023,
2021-03-25 00:00:00,8.6,3.3,14.1,0,,233,8.7,24.1,1019.6,
2021-03-26 00:00:00,9.9,5,15.1,0,,195,8.4,24.1,1018.6,
2021-03-27 00:00:00,7.1,4,8.8,2.5,,236,17.5,51.8,1016.8,
2021-03-28 00:00:00,7.4,2.6,11.7,1.1,,228,15.3,40.8,1026.4,
2021-03-29 00:00:00,12.2,8.7,16.4,0.1,,236,15.1,35.2,1027,
2021-03-30 00:00:00,13.7,8.1,20.5,0,,263,12,29.6,1029.5,
2021-03-31 00:00:00,14.5,5.7,23.5,0,,215,8.1,24.1,1023.6,
2021-04-01 00:00:00,11.6,7.8,15.9,0,,305,14.4,42.6,1017.4,
2021-04-02 00:00:00,6.8,3.2,9.9,0,,323,14.6,42.6,1020.1,
2021-04-03 00:00:00,5.6,2.8,8,0,,340,15.7,38.9,1021.1,
2021-04-04 00:00:00,4.5,-1.3,9.1,0,,262,12.1,38.9,1020.5,
2021-04-05 00:00:00,4.4,1.5,6.6,3.2,,262,23,64.8,1002.3,
2021-04-06 00:00:00,2.2,-0.3,4.7,1.4,,267,19.7,46.3,1004.5,
2021-04-07 00:00:00,3.3,0.1,6.7,1.3,,272,20.4,48.2,1008.3,
2021-04-08 00:00:00,4.2,2,6.4,0,,276,21.2,50,1017.8,
2021-04-09 00:00:00,6.8,1.8,12.1,0,,221,16.8,44.5,1015.3,
2021-04-10 00:00:00,6.6,4.3,8.9,4.5,,35,8.8,27.8,1014.8,
2021-04-11 00:00:00,11.8,6.6,18.8,4.7,,159,15.6,37,1010.6,
2021-04-12 00:00:00,5.6,2.8,10.4,2.1,,298,15.5,38.9,1021.5,
2021-04-13 00:00:00,4.3,0.5,7.8,0,,287,14.2,37,1027.7,
2021-04-14 00:00:00,4.1,0.7,7.1,0,,322,13.3,31.5,1027.7,
2021-04-15 00:00:00,3.7,1,6,1.1,,357,15.6,42.6,1027.7,
2021-04-16 00:00:00,5.7,2.9,8.2,1.1,,355,16.5,35.2,1024.6,
2021-04-17 00:00:00,7.5,4,10.8,0.7,,351,11.2,27.8,1021.9,
2021-04-18 00:00:00,8.4,5.2,11.4,3.5,,31,9.4,25.9,1020.5,
2021-04-19 00:00:00,10,5.4,15.2,0,,14,9.3,25.9,1019.8,
2021-04-20 00:00:00,10.7,5.9,15.9,0,,330,8.6,24.1,1016.1,
2021-04-21 00:00:00,10.2,4.6,15.9,0,,304,14.1,42.6,1014.1,
2021-04-22 00:00:00,6.9,3.3,9.6,0.5,,294,21.5,51.8,1018.6,
2021-04-23 00:00:00,7.4,4,10.8,0,,297,17.2,42.6,1024.2,
2021-04-24 00:00:00,6.7,3.5,9.6,0,,310,12.7,31.5,1025,
2021-04-25 00:00:00,5.6,2.1,9.1,0,,339,10.8,35.2,1024.3,
2021-04-26 00:00:00,4.4,-0.8,8.5,0,,343,9.2,24.1,1022,
2021-04-27 00:00:00,6.1,-1,12.1,0,,97,12.5,35.2,1016.4,
2021-04-28 00:00:00,9.9,2.6,16.5,0,,105,14.7,31.5,1009.3,
2021-04-29 00:00:00,10.8,8.3,14.3,2.7,,178,13,37,1002.8,
2021-04-30 00:00:00,8.6,7.1,10.6,0,,305,13.7,35.2,1010.5,
2021-05-01 00:00:00,8.9,5.6,12.4,0,,73,7.1,22.2,1013.7,
2021-05-02 00:00:00,7.9,6.5,9.2,6.1,,338,11.9,35.2,1011.7,
2021-05-03 00:00:00,7.5,4.7,10.6,4.6,,269,17.8,44.5,1016.9,
2021-05-04 00:00:00,9.5,5.7,12.9,2,,200,23.1,63,1003.3,
2021-05-05 00:00:00,9.3,6.9,11.1,2,,242,25.5,64.8,999.3,
2021-05-06 00:00:00,7.8,3.8,11.4,0.5,,247,17.8,50,1005.8,
2021-05-07 00:00:00,5.8,4.3,7.6,6.3,,294,12.1,42.6,1008.9,
2021-05-08 00:00:00,8.5,3.1,13.4,0,,243,12.4,31.5,1017.5,
2021-05-09 00:00:00,16.7,8.8,25.5,0,,169,16.9,38.9,1010.5,
2021-05-10 00:00:00,20.3,12.3,28.8,0,,172,14.4,33.3,1007,
2021-05-11 00:00:00,20.7,14.9,27.1,0,,62,10.7,35.2,1005.6,
2021-05-12 00:00:00,14.7,13,17.1,4.8,,305,14.7,33.3,1007.3,
2021-05-13 00:00:00,11.6,10.8,13.1,8.3,,316,15.8,33.3,1005.2,
2021-05-14 00:00:00,10.8,9,12.5,5.6,,284,14.8,35.2,1005.5,
2021-05-15 00:00:00,12.1,7,16.2,1.9,,200,10.6,33.3,1006.5,
2021-05-16 00:00:00,12.6,9,16.4,1.1,,203,11.7,33.3,1002.8,
2021-05-17 00:00:00,12.6,8.3,16.8,1.1,,228,9.8,27.8,1003.1,
2021-05-18 00:00:00,11.7,8.8,14.9,1.7,,282,12.1,33.3,1009.3,
2021-05-19 00:00:00,11.7,8,15.1,0,,299,11.4,31.5,1014.1,
2021-05-20 00:00:00,12,7.7,16,0,,281,12.5,35.2,1017.2,
2021-05-21 00:00:00,13.9,9.1,19.1,0,,213,16.6,51.8,1007.6,
2021-05-22 00:00:00,12.6,9.2,16.1,1.5,,220,17.4,51.8,1004.5,
2021-05-23 00:00:00,12.1,9.2,15.1,2.3,,245,13.8,37,1011.7,
2021-05-24 00:00:00,14.7,6.9,21.4,0,,166,14.1,38.9,1014.4,
2021-05-25 00:00:00,12.7,10.1,14.1,2.3,,222,16.1,44.5,1011.2,
2021-05-26 00:00:00,11.2,8.4,14.1,5.9,,216,17.1,42.6,1011.3,
2021-05-27 00:00:00,11.7,9,13.7,2.6,,232,16.1,40.8,1012.2,
2021-05-28 00:00:00,11.7,9,14.8,1,,307,13.4,31.5,1020,
2021-05-29 00:00:00,12.1,7,15.9,0,,321,14.1,40.8,1023.6,
2021-05-30 00:00:00,13.4,6.6,18.6,0,,15,12.7,35.2,1026.5,
2021-05-31 00:00:00,14.2,6.5,20.5,0,,36,8.5,22.2,1024.1,
2021-06-01 00:00:00,15.9,9.4,21.3,0,,334,11.8,31.5,1019.2,
2021-06-02 00:00:00,17.3,11.3,22.5,0.7,,92,12.6,33.3,1019.5,
2021-06-03 00:00:00,20,12.8,26.5,0,,117,15.1,35.2,1023,
2021-06-04 00:00:00,20,14.9,24.9,0,,118,14.2,31.5,1021.4,
2021-06-05 00:00:00,20.8,14.1,26.6,0,,88,11.9,29.6,1019.4,
2021-06-06 00:00:00,21.7,16.2,26.8,0,,86,9.3,24.1,1019.2,
2021-06-07 00:00:00,20.1,13.8,25.5,0,,342,11.1,27.8,1020.5,
2021-06-08 00:00:00,20.3,14.5,24.7,0,,354,10.7,29.6,1021.2,
2021-06-09 00:00:00,20.4,13.8,26,0,,351,8,24.1,1021,
2021-06-10 00:00:00,21.1,15.6,26.2,0,,332,9.8,31.5,1018.9,
2021-06-11 00:00:00,21.5,16.1,25.7,0,,321,9.7,33.3,1017,
2021-06-12 00:00:00,18.3,15.1,19.4,1.9,,293,16.6,48.2,1015.1,
2021-06-13 00:00:00,14.9,10.9,18.7,0,,307,18.6,44.5,1022.6,
2021-06-14 00:00:00,18.2,10.2,25.7,0,,260,8.8,24.1,1021.9,
2021-06-15 00:00:00,19.1,14.9,22.5,0,,318,10.9,25.9,1018.3,
2021-06-16 00:00:00,20.4,13.1,27.2,0,,97,11.4,27.8,1018.3,
2021-06-17 00:00:00,25.7,17.5,33.7,0,,129,14.6,35.2,1015.2,
2021-06-18 00:00:00,27,18.5,34.9,0,,140,15.4,38.9,1014,
2021-06-19 00:00:00,26.7,18.8,33.3,0,,201,10.4,27.8,1012.8,
2021-06-20 00:00:00,27.4,21.3,32.8,0,,185,11.7,33.3,1009.2,
2021-06-21 00:00:00,25.4,21.6,29.9,0,,292,12.9,35.2,1005.7,
2021-06-22 00:00:00,18.9,17,20.9,0,,318,12.6,29.6,1012.4,
2021-06-23 00:00:00,17.5,14.6,19.7,0,,332,8.2,22.2,1019.1,
2021-06-24 00:00:00,17.3,14,20.3,1.8,,353,8.9,22.2,1018.7,
2021-06-25 00:00:00,18.5,14.3,22.3,0,,300,8.3,25.9,1017,
2021-06-26 00:00:00,19.9,14.2,24.6,0,,344,7.6,25.9,1018.5,
2021-06-27 00:00:00,20.8,14.2,26.1,0,,3,7.4,22.2,1017.7,
2021-06-28 00:00:00,23.3,16.3,29.7,0,,123,8.5,22.2,1015.5,
2021-06-29 00:00:00,23.2,18.2,28.7,2.8,,172,10.1,27.8,1010.9,
2021-06-30 00:00:00,17.9,16.4,19.6,33.5,,277,12.4,38.9,1008,
2021-07-01 00:00:00,16.1,15.3,17.3,40.7,,255,17.8,38.9,1009.6,
2021-07-02 00:00:00,18.3,15.1,21.9,0,,276,13.3,35.2,1014.3,
2021-07-03 00:00:00,18.4,14.1,22.2,0,,292,11.4,29.6,1015.2,
2021-07-04 00:00:00,20.6,14.4,26,0,,101,6.6,22.2,1011.5,
2021-07-05 00:00:00,19.7,16.9,22.4,1.2,,211,9.3,25.9,1009.6,
2021-07-06 00:00:00,22.2,15.8,28.6,0.6,,185,12.3,33.3,1009.9,
2021-07-07 00:00:00,19,17.2,21.6,21,,248,7.4,18.5,1016.2,
2021-07-08 00:00:00,19,15,22.2,1,,83,10,25.9,1020.5,
2021-07-09 00:00:00,18,16.2,19.2,12.8,,341,15.6,40.8,1016.7,
2021-07-10 00:00:00,18.8,15.4,23.4,8.4,,260,15.4,40.8,1016.1,
2021-07-11 00:00:00,21.4,15.3,26.8,0,,105,11.8,29.6,1016.4,
2021-07-12 00:00:00,21.7,18.1,25.7,0,,102,12,29.6,1013.4,
2021-07-13 00:00:00,23.4,16.7,29.3,0,,99,12.3,31.5,1009.1,
2021-07-14 00:00:00,23.1,20.4,26.4,0,,146,11,29.6,1008.1,
2021-07-15 00:00:00,21.4,17.1,25.7,0,,293,8.2,22.2,1012.2,
2021-07-16 00:00:00,22.5,17.6,27,1.5,,298,9.5,29.6,1015.9,
2021-07-17 00:00:00,22.4,19.7,25.5,1.2,,336,14.1,35.2,1018.2,
2021-07-18 00:00:00,20.9,15.6,25.8,0,,319,14.8,35.2,1018.6,
2021-07-19 00:00:00,17.5,15,19.8,0,,315,12.6,31.5,1018.8,
2021-07-20 00:00:00,16.6,12.2,20.3,0,,294,10.6,27.8,1019,
2021-07-21 00:00:00,17.6,13.4,21.6,0,,289,10.9,25.9,1021.5,
2021-07-22 00:00:00,19,14.9,22.8,0,,275,7.8,24.1,1021.2,
2021-07-23 00:00:00,19.5,14.3,24.1,0,,278,7.2,22.2,1017.3,
2021-07-24 00:00:00,22.2,14.6,29,0,,98,12.3,31.5,1013,
2021-07-25 00:00:00,23.4,19.1,28.6,3,,116,13.2,31.5,1009.9,
2021-07-26 00:00:00,23.3,18.7,28.4,0,,181,8.7,25.9,1010.3,
2021-07-27 00:00:00,22.2,18.8,25.8,0,,239,10.8,31.5,1011.8,
2021-07-28 00:00:00,20.9,17.6,24.6,0,,226,11.6,33.3,1011,
2021-07-29 00:00:00,19.7,16.7,22.9,0,,238,16.7,46.3,1010.5,
2021-07-30 00:00:00,19.2,13.2,24.7,0,,236,13.9,40.8,1009.1,
2021-07-31 00:00:00,19.9,16.3,23.3,0,,235,17.1,53.7,1006.1,
2021-08-01 00:00:00,17.8,14.6,21,0,,260,11.5,27.8,1007.6,
2021-08-02 00:00:00,17.1,14.1,20.6,0,,277,15.1,40.8,1010.5,
2021-08-03 00:00:00,16.4,12.3,20.2,0,,255,7.8,22.2,1013.7,
2021-08-04 00:00:00,17.8,14.9,21.5,3.4,,97,8.1,22.2,1013.2,
2021-08-05 00:00:00,17.6,14.1,21.8,2.2,,77,9.6,25.9,1010.5,
2021-08-06 00:00:00,18.9,15,23.5,4.8,,142,7.3,25.9,1006.2,
2021-08-07 00:00:00,19.2,14.8,23.9,1.3,,214,11.1,31.5,1005.3,
2021-08-08 00:00:00,18.9,15.8,22.9,2.5,,226,15.1,42.6,1008.3,
2021-08-09 00:00:00,17.8,12.9,22.2,0,,220,11.9,31.5,1016.9,
2021-08-10 00:00:00,17.4,13.4,21.2,2.7,,221,9.4,25.9,1016.8,
2021-08-11 00:00:00,17.6,13.3,22.3,0,,279,11.1,29.6,1018.5,
2021-08-12 00:00:00,19.6,12.1,26.5,0,,200,7.6,20.4,1020.8,
2021-08-13 00:00:00,22.5,15.9,29.2,0,,209,10.2,27.8,1019.4,
2021-08-14 00:00:00,20.2,15.3,25,0,,276,11.7,35.2,1019.2,
2021-08-15 00:00:00,19.8,14.3,24.9,0,,260,10.4,29.6,1014.2,
2021-08-16 00:00:00,17.8,13.5,21.8,5.3,,246,16.4,48.2,1007.5,
2021-08-17 00:00:00,14.6,12.4,16.6,3.8,,255,24.4,63,1010.6,
2021-08-18 00:00:00,16,12.8,18.8,0,,252,18.8,42.6,1011.5,
2021-08-19 00:00:00,17.3,15.1,19.4,0.2,,253,16.1,37,1011.4,
2021-08-20 00:00:00,17.1,15.3,19.8,1.5,,262,10.5,27.8,1015.2,
2021-08-21 00:00:00,17.8,13.1,22.4,0,,307,7.4,20.4,1018.9,
2021-08-22 00:00:00,17.6,14.4,20.7,9.3,,96,12.1,25.9,1016.3,
2021-08-23 00:00:00,16.4,14.6,18.4,15.5,,26,17,40.8,1019.2,
2021-08-24 00:00:00,15.9,11.4,20.3,0,,28,15.1,35.2,1025.9,
2021-08-25 00:00:00,15,9.1,19.8,0.9,,295,13.4,42.6,1019.7,
2021-08-26 00:00:00,14,12.1,15.4,6,,302,16.5,37,1008.7,
2021-08-27 00:00:00,13.4,11.7,15.6,11.9,,342,9.4,27.8,1010.4,
2021-08-28 00:00:00,14.5,11.3,18.7,1.1,,336,8.8,22.2,1014.9,
2021-08-29 00:00:00,14.7,13.2,16.3,24,,319,8.2,27.8,1014.2,
2021-08-30 00:00:00,15,13.7,16.3,15.6,,3,12.4,35.2,1015,
2021-08-31 00:00:00,15.7,13.5,18.5,0.2,,341,16.7,38.9,1019,
2021-09-01 00:00:00,15.9,11,21,0,,316,12.5,29.6,1023.9,
2021-09-02 00:00:00,16,11.4,20.7,0,,308,10.1,25.9,1026,
2021-09-03 00:00:00,16.1,11.1,22,0,,278,11.2,31.5,1020.8,
2021-09-04 00:00:00,14.8,11.4,18.7,0,,306,8.8,22.2,1018.5,
2021-09-05 00:00:00,16,11.5,21.1,0,,95,11.4,25.9,1022.3,
2021-09-06 00:00:00,16.6,11.7,22.1,0,,181,8.7,24.1,1023.7,
2021-09-07 00:00:00,16.7,12.8,21.5,0,,317,8.4,20.4,1023.8,
2021-09-08 00:00:00,17.7,11.2,24.6,0,,114,8.6,22.2,1020.9,
2021-09-09 00:00:00,18.6,12.2,26,0,,138,11.8,25.9,1014.2,
2021-09-10 00:00:00,19.6,15,24.7,1.2,,210,9.7,24.1,1013.3,
2021-09-11 00:00:00,18.7,16.3,22.4,2,,239,10,24.1,1015.1,
2021-09-12 00:00:00,17.6,14.6,21.1,0,,261,10.9,25.9,1016.3,
2021-09-13 00:00:00,16,13.3,18.9,0,,294,10.5,27.8,1017.8,
2021-09-14 00:00:00,16.1,11.3,21.5,0,,113,8.2,24.1,1018.4,
2021-09-15 00:00:00,17.7,13.7,22.8,5.1,,140,13.3,31.5,1013,
2021-09-16 00:00:00,17.3,15.5,18.9,0.9,,259,13.6,33.3,1011.9,
2021-09-17 00:00:00,14.9,12.9,16.4,0.4,,285,16.1,37,1012.9,
2021-09-18 00:00:00,14.3,12.2,16.9,0.7,,341,13.5,31.5,1015.6,
2021-09-19 00:00:00,12.4,9.8,15.5,0,,34,9.9,25.9,1018.4,
2021-09-20 00:00:00,11.4,7.7,15.6,0,,19,8.2,20.4,1021.2,
2021-09-21 00:00:00,11.5,8.3,14.6,1.5,,299,10.5,29.6,1026.2,
2021-09-22 00:00:00,12.9,11,16,0.6,,292,13.5,31.5,1025.1,
2021-09-23 00:00:00,14.2,9.8,18.6,0.6,,251,19.4,53.7,1014.9,
2021-09-24 00:00:00,14.5,11.6,16.6,0,,271,19.9,50,1012.3,
2021-09-25 00:00:00,16.5,14.3,19.9,0,,252,12.7,31.5,1015.1,
2021-09-26 00:00:00,17.8,13.5,23.8,0,,140,10.6,27.8,1017.6,
2021-09-27 00:00:00,17.2,14.8,20.4,0.9,,145,10.4,22.2,1016.8,
