DATE,SALES,AutoFinanzierung_lag46,BMWFinanzierung_lag37,AutoLeasing_lag34,BMWLeasing_lag44,leasing_lag13,BMW_lag31,AGPI_lag51,Gebrauchtwagenpreisindex_lag13,Euribor3M_lag23,Euribor6M_lag44,Euribor12M_lag15,Verbraucherpreisindex_lag28,IndexderEinzelhandelspreise_lag20,IndexderErzeugerpreisegewerblicherProdukte_lag20,IndexderGrowsshandelsverkaufspreise_lag15,IndexderEinfuhrpreise_lag15,IndexderAusfuhrpreise_lag8,BestandArbeitslose,ZugangArbeitslose_lag19,AbgangArbeitslose_lag50,Arbeitslosenquote_lag38,Beschäftigungsbarometer_lag47,VerarbeitendesGewerbe_lag28,Bauhauptgewerbe_lag45,Handel_lag44,Dienstleistungssektor_lag33,Geschäftsklima_lag47,Geschäftslage_lag22,Geschäftserwartungen_lag9,Konjunkturampel_lag38
2016-01-03,0.038893874285474084,0.06315551526576879,-0.1170358947304555,-0.01915347577574522,0.01975258934306101,-0.03061508248595235,-0.007570024312654411,-2.2538185865172977e-05,-0.0010616770955129695,-0.004967182505822367,-0.0020923789787731795,-0.004350233276912335,0.0,0.00023706716257620997,-0.0010252296913382253,-0.0012898503455867072,-0.001531734165851617,0.00025076126361156525,13916.409554821905,5045.757308501517,-2048.2110443861457,0.008121379828286202,0.11911868431995742,-0.09469786633975819,-0.3454777814281349,0.11285480516781043,0.22439138098347478,0.07727037873428344,0.03523297734129471,0.0012339168473260997,-3.884341056331934
2016-01-10,-0.018552367876809583,0.0172706535518925,-0.15651689138035252,-0.0011772423905611618,-0.02012345422847961,-0.05121335698003193,-0.0031863086636381155,-6.440621540448888e-05,3.9856835476470565e-05,-0.0064710622356263965,-0.004798515410222054,-0.005949119114459278,0.0,0.00023706716257620997,-0.0010252296913382253,-0.001289850345585819,-0.001531734165851617,0.00025076126361245343,-2493.2985976068303,4806.581166217686,-3874.004680540762,-0.01672561120573679,0.16103847684962602,-0.05154005663103267,-0.286657556483354,0.07302693357011236,0.2286719890790927,0.1016879578890979,-0.06654436301018052,0.04423979900127506,-4.194124657978961
2016-01-17,0.023501122992193757,0.012386021902856648,0.14516735461565133,-0.026109993279340493,-0.013673183919124199,0.030007355628970167,0.028586554211014636,0.00015281746884099334,-3.088091746139554e-05,-0.005133987649784882,-0.0050662935120847075,-0.0027792208441971833,0.000339558699268494,0.0002370671625753218,-0.001025229691337337,-0.0012700391992934712,-0.0012242571312404138,0.00025076126361156525,-2500.322631242685,2222.910919439164,-1658.4479160226183,0.0018075435353939184,0.17196243505044606,0.13912364796628746,0.1553541855012317,0.01859562233665213,0.211023565558353,0.09804443939165708,-0.029689600248133274,0.055158928757705894,-4.294537017569823
2016-01-24,-0.0954656565548202,0.0243217443949435,-0.02145515103618667,-0.04033257486052344,-0.011709619336768284,0.015149124341284015,-0.005918438254263414,-2.1712498616821563e-05,-1.656946225203626e-05,-0.005048834300208485,-0.00504534639169768,-0.006536203979899416,0.0004753821789753587,0.001080441600842974,-0.0008302227342342761,-0.0012551808395748765,-0.0009936493552826775,0.00025076126361156525,-2490.835197418928,524.6497063997667,-3614.6163022419205,-0.0027702233511588403,0.17886909610434998,-0.4717404980353666,0.06261110519270341,0.13813964450278138,0.13513448971224307,0.09615031340494795,0.10055662625357797,0.049954715893221646,-4.16104137074359
2016-01-31,-0.0031451390972172533,-0.10919581086485763,0.16007135891359336,0.10144768048958497,0.048444204635857524,0.02518243254112562,0.00026551115826833893,8.969481451615025e-05,3.464791591323291e-05,-0.005009657041860079,-0.005024431574636251,-0.006518223520314295,0.00047538217897447055,0.0012210040072195838,-0.0007977215747168032,-0.0012551808395739883,-0.0009936493552817893,-0.0007975405193496599,1188.3960530315526,649.7383774992777,-2926.9467497318983,-0.011562994617571043,0.16272515706083368,-0.10332945744259714,0.04807266858016401,0.03736239317005241,0.142885485288204,-0.00852376371706498,0.15855012603583418,0.04656048650323896,-1.639678237283718
2016-02-07,0.009911857606304864,0.052536453728024846,-0.15914562555962686,0.004376591817534248,0.00596296705254673,0.008488418475114834,0.004300688355876048,0.00029437776602314614,-0.0007451802138209729,-0.0049267142186796495,-0.005176880279058049,-0.005523658883111279,0.0004753821789753587,0.001221004007220472,-0.0007977215747168032,-0.0012551808395739883,-0.0009936493552826775,-0.0009722574831769748,-6054.399158438668,630.6285662063165,-3365.2356873649405,-0.015517421669531295,0.19431442928372178,-0.10150639377937964,0.03883306472322223,0.09138136927901552,0.07547462621613299,0.030267921516895058,-0.05962339509301273,0.009369089067618575,-2.081013753280857
2016-02-14,0.06704085815882799,-0.06865824729241954,0.06064408654757969,0.020433442268553037,-0.021334787618940254,-0.0062273083433046494,-0.01485894029804502,0.0003244697041555611,-0.0012276970188702663,-0.0047144319371738574,-0.004183878448453762,-0.0050188139679961385,0.0002716827024427104,0.001221004007220472,-0.0007977215747168032,-0.001150274083861369,-0.0009252829945580743,-0.0009722574831769748,-1373.1246192688122,-1878.124451051117,-3554.005115422071,-0.002969563649370066,0.125019851232139,-0.1489941697953474,0.08208397884303054,0.14921375377357637,-0.03736260261866775,0.030414390047724282,0.001062601764374449,-0.015259111585550045,-0.6404803294279446
2016-02-21,-0.02561056420458563,0.05501568737988993,-0.12810992195047088,-0.01077870735119646,0.0008313793466498964,0.01614408580419724,0.01228050176361517,0.00031785474050138873,-0.001290004681236745,-0.0041998735459820025,-0.006148289355882047,-0.006776879126128024,-0.00023756598889157488,0.0007923850434101709,-0.0009324183558350185,-0.0005208335495856531,-0.000515084830215784,-0.0009722574831769748,-1164.2987355333753,-2685.943086884101,8383.815294467611,0.0015140614293915888,0.12474089998576687,-0.2946444283980152,0.23846317757829105,0.14998327530986721,-0.04502324353288856,0.02270718285032558,0.016317186097111858,0.016516968153268863,-0.29647296517140376
2016-02-28,-0.035811735601184225,0.04398598373072016,0.14707479933955803,0.007926367654066624,0.003989148637673523,-0.02539446726371075,-0.049134698118440845,0.00019380055951856434,-0.0012435787182667468,-0.004171687285803777,-0.005708619448099098,-0.006365975205127883,-0.0002375659888906867,0.00047092082055311124,-0.001033440941673902,-0.0005208335495865413,-0.000515084830215784,-0.0007645913227465329,-259.98921699635684,-2413.5063770880224,6382.1420169094345,0.0017734958127357814,-0.0006674987272674571,-0.26818445875058905,0.3108549119621151,0.1509925402757496,0.10169115447042643,0.041040002051076385,0.02102900076710057,0.032079271281872934,-1.6083505082137748
2016-03-06,-0.042760999870136374,-0.1309928086601424,-0.027191171293195815,0.013302633620944526,-0.02201348967504746,-0.004346411655141935,-0.004890717473581496,-2.23293044143702e-05,-0.001986311367785376,-0.004196107270001165,-0.005379126077753205,-0.006248041410282679,-0.00023756598889157488,0.00047092082055311124,-0.001033440941673014,-0.0005208335495865413,-0.000515084830215784,-0.00048770310883838874,1003.2144142417237,-2482.1936954486882,-709.5781549613457,-0.0036287244533292906,-0.07994554239212448,-0.29417141895836285,0.17911454787302006,0.056537141895001364,0.02100335537550002,-0.005853927175166973,0.013034620775172812,1.2416314846972512,-2.6625533132310153
