DATE,Absatzzahlen,Absatzzahlen_t1,Absatzzahlen_t2,Absatzzahlen_t3,Absatzzahlen_t4,Absatzzahlen_t5,Absatzzahlen_t6,BMW Finanzierung,BMW Leasing,Auto Finanzierung,Auto Leasing,Gebrauchtwagenindex,EURIBOR 3M,Geschäftsklima,Geschäftslage,Geschäftserwartungen,Verbraucherpreisindex,Arbeitslosenquote,Bestand Arbeitslose,Zugang Arbeitslose,Abgang Arbeitslose,tavg,tmin,tmax,prcp,wdir,wspd,wpgt,pres
-0.21412169369587492,0.059940996321167526,0.09061693982746308,0.1299200715916799,0.13284507882662994,0.19846803610287583,0.21665712410375962,0.2504657219885161,-0.5022609354610801,-0.19863625705765134,-0.40919350109723457,0.17548305366780925,0.5037255912848609,-0.38883399619336184,0.7147741284630451,1.0,0.21283483414628201,-0.21096725724786516,-0.4317069679591918,-0.6616693203073286,-0.39017700572590147,0.06991948643469167,0.030616869241913147,0.07507361675270566,0.029858505427607145,0.19805640558350904,0.04813897216895141,-0.10168076133511429,0.047548519236597246,0.14789390580360767
-0.42542435821289065,0.5524525100160543,0.50578536853969,0.43656154291292426,0.40372023170013577,0.35042962204112577,0.3518350809898112,0.37002174561595347,-0.06569032824381286,0.5725620478102452,-0.3350475137154283,0.016926406642263952,-0.40463739232382573,-0.4842849409160881,0.7517177761486739,0.21283483414628201,1.0,-0.5371332024588008,0.04933217515262691,0.18901491993818528,-0.5378050478202999,0.05978733507131772,-0.14611293707638243,-0.10473183172827524,-0.07516607518695287,0.5538665040115851,0.31064093956228356,0.17954392374607744,0.3079831559897245,0.06631067278017956
0.9811192135727534,-0.5379901009607628,-0.5348083752999907,-0.5487513347401468,-0.5380894547326337,-0.5703829035288528,-0.5677893485153082,-0.5639869830473689,0.31610950903727947,-0.6107843466235804,0.8712774448095483,0.4263068770628485,0.45598942674701026,0.926969532643247,-0.4754297939312982,-0.21096725724786516,-0.5371332024588008,1.0,0.03416592239443212,0.032236480370324054,0.5278290776660143,0.4282761935811429,0.10529364591836624,0.0692126511321349,0.05659612126650521,-0.7535174066286422,-0.2855147674877718,-0.1021483400654055,-0.21996526886719028,-0.15320480002011982
0.050089116535628045,0.1367046856908015,0.07762392439381235,0.0044072796590000456,0.004700731790435288,-0.17286397215054608,-0.0352428324678218,-0.39966095384696987,0.3730676474327682,-0.008849116370716838,0.14445847175906165,-0.37622580763855457,-0.37235376555676364,0.1651464896705409,-0.26552065662822943,-0.4317069679591918,0.04933217515262691,0.03416592239443212,1.0,0.5951693647660808,0.2878158658743163,0.05703371943634157,-0.06736387532312756,-0.081493290921222,-0.020537517613399166,-0.032061826943921616,0.06751178371652124,-0.016366214462202655,-0.1962876071317484,-0.08153187807049422
0.08951185833884312,0.20694132018060454,0.10489224251823567,0.03420024613942246,0.03133633150106541,-0.021022987936481156,-0.05319156031921306,-0.0885875462911388,0.5742587369000983,0.3157707047946553,0.2843702381750853,-0.30452852405192643,-0.717363505806991,0.24718140604838068,-0.2968511843521634,-0.6616693203073286,0.18901491993818528,0.032236480370324054,0.5951693647660808,1.0,0.20380794461520163,-0.0006829058331736946,-0.1287614312837044,-0.127796326563912,-0.06318242512483074,-0.06887295572938544,0.09014088140619324,-0.022998938662850472,-0.13072638289063965,-0.058250306239949555
0.47309689411830796,-0.347736334229131,-0.19094490598213323,-0.25067816095453915,-0.2691160895215299,-0.35285419232930587,-0.4551690011735827,-0.4459125440999383,0.3938853953984263,-0.38379248832614943,0.5760378263622082,-0.1943365809308799,-0.0503434111890039,0.6042040592763027,-0.5973883638808416,-0.39017700572590147,-0.5378050478202999,0.5278290776660143,0.2878158658743163,0.20380794461520163,1.0,0.3926360553888731,0.17349599888370212,0.12902074901867075,0.0923172701089971,-0.47141496982208514,-0.12738858479473,-0.014702973811136007,-0.22735293265296438,-0.15262069867891778
0.4492447115169449,-0.03819620852334,0.1197561537525924,0.027583282064977135,-0.11968822988218228,-0.16820158165625307,-0.2549594015319851,-0.25610921409622117,-0.046687991020918744,-0.2140793513340187,0.41768057677626347,0.03190783050462146,0.06872952091682956,0.41322813408400116,0.17715812616853183,0.06991948643469167,0.05978733507131772,0.4282761935811429,0.05703371943634157,-0.0006829058331736946,0.3926360553888731,1.0,0.2878535966856598,0.3070591888812391,0.20923351284277894,-0.19067012560771998,0.06340943047073917,-0.04246356478031255,-0.07129767997644887,-0.2076930500786445
0.09209546108825299,-0.03512564677597329,-0.08706820987375219,0.007482467743868441,0.003688762876795598,0.04434344687307388,0.03526750144123032,-0.01628531087543449,-0.08111155376358628,-0.1553400187881802,0.08783694938111321,0.016039916390077385,0.07012176344188384,0.08216445482130609,-0.003369453447423497,0.030616869241913147,-0.14611293707638243,0.10529364591836624,-0.06736387532312756,-0.1287614312837044,0.17349599888370212,0.2878535966856598,1.0,0.957807612875121,0.9398451257806543,-0.06447290358605651,-0.039417648966283726,-0.6385331527079469,-0.521212848549789,-0.07823852669235126
0.06701213497242683,0.01936249692418455,-0.03540713907783324,0.001695405652128195,0.030427740214499895,0.08496459710287059,0.08812020830764235,-0.015128591681517471,-0.08725680289784125,-0.08119673890580892,0.04980208830556077,0.01438291581736203,0.04756429225925465,0.03219922892075211,0.0611927703326165,0.07507361675270566,-0.10473183172827524,0.0692126511321349,-0.081493290921222,-0.127796326563912,0.12902074901867075,0.3070591888812391,0.957807612875121,1.0,0.8539349942844916,0.0239399429053655,0.05093760115424522,-0.5666872236590433,-0.44704934892351184,-0.10168207989340701
0.05036607985819166,-0.006953419374140226,-0.05496269644523603,0.08168211122727136,0.009241167250893712,0.026100906036091193,0.05459765747208878,0.03368428460414667,-0.14331265459127215,-0.18184019599083137,0.046157843729865596,-0.015814338303500472,0.04614005018522527,0.03532877784227901,0.011811435021171077,0.029858505427607145,-0.07516607518695287,0.05659612126650521,-0.020537517613399166,-0.06318242512483074,0.0923172701089971,0.20923351284277894,0.9398451257806543,0.8539349942844916,1.0,-0.0947945166472361,-0.04250723816114419,-0.6761463790667354,-0.5667618457800307,-0.02144188286135207
-0.6981205531039203,0.45366599638072347,0.453947129060281,0.4476954445385877,0.5152514341442339,0.5807119347860149,0.4277398374210941,0.47185910833900063,-0.20916527056526488,0.5582601761437475,-0.6796386319013736,-0.24728779982244395,-0.3665969931282905,-0.7078898370724641,0.5317606425522955,0.19805640558350904,0.5538665040115851,-0.7535174066286422,-0.032061826943921616,-0.06887295572938544,-0.47141496982208514,-0.19067012560771998,-0.06447290358605651,0.0239399429053655,-0.0947945166472361,1.0,0.33960207803263265,0.2260378140096447,0.3821536812482227,-0.14100813792693506
-0.2432271102480982,0.2289176157166734,0.3489852577677555,0.07700999768215248,0.23253555515920984,0.17926005402569448,0.22297986392284896,0.16785240863257817,-0.1233965849299117,0.2939162995477375,-0.22154068987306547,-0.17250010231973822,-0.16421858426512065,-0.243536429413472,0.27028870701580004,0.04813897216895141,0.31064093956228356,-0.2855147674877718,0.06751178371652124,0.09014088140619324,-0.12738858479473,0.06340943047073917,-0.039417648966283726,0.05093760115424522,-0.04250723816114419,0.33960207803263265,1.0,0.22699583794529776,0.355130138415042,-0.015033345812461676
-0.08331553488016466,0.13378776404725534,0.12106953620415468,-0.049249321093451585,-0.059786321976193095,-0.05679831273120433,-0.11697220956662625,-0.07018366088199633,0.08444137924264483,0.19369435912045133,0.005727455660594754,-0.021870169818581996,-0.03423948732589086,-0.05130622647085522,0.037734027369673316,-0.10168076133511429,0.17954392374607744,-0.1021483400654055,-0.016366214462202655,-0.022998938662850472,-0.014702973811136007,-0.04246356478031255,-0.6385331527079469,-0.5666872236590433,-0.6761463790667354,0.2260378140096447,0.22699583794529776,1.0,0.7494947990763098,-0.16030200855883373
-0.16692112400112472,0.24593971110121066,0.2308299831424081,0.05666012762707719,-0.09823044395299696,0.10645525588325058,0.14709149155056464,0.2246529666832483,-0.054910765587732606,0.2942690164864892,-0.1281817942003828,0.10805658460710042,0.00598843047486718,-0.21821599352521417,0.21637994441755834,0.047548519236597246,0.3079831559897245,-0.21996526886719028,-0.1962876071317484,-0.13072638289063965,-0.22735293265296438,-0.07129767997644887,-0.521212848549789,-0.44704934892351184,-0.5667618457800307,0.3821536812482227,0.355130138415042,0.7494947990763098,1.0,-0.07819278646482279
-0.137349202286221,0.02327509891433898,-0.06673615087429417,0.090198445345154,0.06978654273162177,0.0656367480377451,0.08578241526816287,0.025067535876986374,-0.055835186867052244,0.08647184689813783,-0.0594322578322823,0.10524435775706277,0.055136978668515656,-0.24552549759386033,0.06204585679985577,0.14789390580360767,0.06631067278017956,-0.15320480002011982,-0.08153187807049422,-0.058250306239949555,-0.15262069867891778,-0.2076930500786445,-0.07823852669235126,-0.10168207989340701,-0.02144188286135207,-0.14100813792693506,-0.015033345812461676,-0.16030200855883373,-0.07819278646482279,1.0
