DATE,Absatzzahlen,Absatzzahlen_t1,Absatzzahlen_t2,Absatzzahlen_t3,Absatzzahlen_t4,Absatzzahlen_t5,Absatzzahlen_t6,BMW Finanzierung,BMW Leasing,Auto Finanzierung,Auto Leasing,Gebrauchtwagenindex,EURIBOR 3M,Geschäftsklima,Geschäftslage,Geschäftserwartungen,Verbraucherpreisindex,Arbeitslosenquote,Bestand Arbeitslose,Zugang Arbeitslose,Abgang Arbeitslose,tavg,tmin,tmax,prcp,wdir,wspd,wpgt,pres
1.0,-0.48519171822630136,-0.4832725830431217,-0.48960344858890725,-0.4814502560448256,-0.5222935354802672,-0.5234731043595706,-0.5218184702929061,0.3348988243585986,-0.5223824880186739,0.8661003559037687,0.48069055775893865,0.43249556794151434,0.8868868969746411,-0.40022494013080756,-0.21412169369587492,-0.42542435821289065,0.9811192135727534,0.050089116535628045,0.08951185833884312,0.47309689411830796,0.4492447115169449,0.09209546108825299,0.06701213497242683,0.05036607985819166,-0.6981205531039203,-0.2432271102480982,-0.08331553488016466,-0.16692112400112472,-0.137349202286221
-0.48519171822630136,1.0,0.32824408722932175,0.33305171693582364,0.2519827397938817,0.24231296338053998,0.3433325996600842,0.353890609558098,-0.004717663915262112,0.44835079349404855,-0.3281613224503287,-0.18545444196540958,-0.40454133955383187,-0.4655049246898071,0.36601896989393584,0.059940996321167526,0.5524525100160543,-0.5379901009607628,0.1367046856908015,0.20694132018060454,-0.347736334229131,-0.03819620852334,-0.03512564677597329,0.01936249692418455,-0.006953419374140226,0.45366599638072347,0.2289176157166734,0.13378776404725534,0.24593971110121066,0.02327509891433898
-0.4832725830431217,0.32824408722932175,1.0,0.3272276040377158,0.32901832834514133,0.26041502073441386,0.23965312227657073,0.33967622598693314,-0.18738416521847093,0.412274104033187,-0.4287609370843089,-0.17138859478812243,-0.37364235620770025,-0.48411938800116655,0.36534911120607083,0.09061693982746308,0.50578536853969,-0.5348083752999907,0.07762392439381235,0.10489224251823567,-0.19094490598213323,0.1197561537525924,-0.08706820987375219,-0.03540713907783324,-0.05496269644523603,0.453947129060281,0.3489852577677555,0.12106953620415468,0.2308299831424081,-0.06673615087429417
-0.48960344858890725,0.33305171693582364,0.3272276040377158,1.0,0.3264170073827929,0.3334743463708534,0.259728579755306,0.239059924203472,-0.21195356633412848,0.3421579116970306,-0.46166841181029783,-0.22475181963565044,-0.3635212093741757,-0.507739386691746,0.3888027977795021,0.1299200715916799,0.43656154291292426,-0.5487513347401468,0.0044072796590000456,0.03420024613942246,-0.25067816095453915,0.027583282064977135,0.007482467743868441,0.001695405652128195,0.08168211122727136,0.4476954445385877,0.07700999768215248,-0.049249321093451585,0.05666012762707719,0.090198445345154
-0.4814502560448256,0.2519827397938817,0.32901832834514133,0.3264170073827929,1.0,0.34082073442765237,0.3297532847944505,0.2544134970468212,-0.12333012672902048,0.41921720514273664,-0.4957026352185224,-0.20947585921482417,-0.3436016951765305,-0.523940108713042,0.3632922311422681,0.13284507882662994,0.40372023170013577,-0.5380894547326337,0.004700731790435288,0.03133633150106541,-0.2691160895215299,-0.11968822988218228,0.003688762876795598,0.030427740214499895,0.009241167250893712,0.5152514341442339,0.23253555515920984,-0.059786321976193095,-0.09823044395299696,0.06978654273162177
-0.5222935354802672,0.24231296338053998,0.26041502073441386,0.3334743463708534,0.34082073442765237,1.0,0.3503407078067592,0.34168126769658913,-0.1714101446257365,0.44091815325715183,-0.4925705046991002,-0.08227654409966748,-0.28924002911194047,-0.5591642146286934,0.4001028624996963,0.19846803610287583,0.35042962204112577,-0.5703829035288528,-0.17286397215054608,-0.021022987936481156,-0.35285419232930587,-0.16820158165625307,0.04434344687307388,0.08496459710287059,0.026100906036091193,0.5807119347860149,0.17926005402569448,-0.05679831273120433,0.10645525588325058,0.0656367480377451
-0.5234731043595706,0.3433325996600842,0.23965312227657073,0.259728579755306,0.3297532847944505,0.3503407078067592,1.0,0.34759756516355234,-0.21470946038676775,0.4673393491934656,-0.5421202091034731,-0.14961610781750137,-0.21928135691084802,-0.5709837633284469,0.3881837123159823,0.21665712410375962,0.3518350809898112,-0.5677893485153082,-0.0352428324678218,-0.05319156031921306,-0.4551690011735827,-0.2549594015319851,0.03526750144123032,0.08812020830764235,0.05459765747208878,0.4277398374210941,0.22297986392284896,-0.11697220956662625,0.14709149155056464,0.08578241526816287
-0.5218184702929061,0.353890609558098,0.33967622598693314,0.239059924203472,0.2544134970468212,0.34168126769658913,0.34759756516355234,1.0,-0.32096379722578783,0.49408985899678537,-0.48803111952538186,-0.006610998919041933,-0.1311841778913667,-0.580648602871542,0.41281527467644724,0.2504657219885161,0.37002174561595347,-0.5639869830473689,-0.39966095384696987,-0.0885875462911388,-0.4459125440999383,-0.25610921409622117,-0.01628531087543449,-0.015128591681517471,0.03368428460414667,0.47185910833900063,0.16785240863257817,-0.07018366088199633,0.2246529666832483,0.025067535876986374
0.3348988243585986,-0.004717663915262112,-0.18738416521847093,-0.21195356633412848,-0.12333012672902048,-0.1714101446257365,-0.21470946038676775,-0.32096379722578783,1.0,0.16502923056599192,0.5750134117929732,0.05831568516896145,-0.39521330547906164,0.4705472590731807,-0.43262423199334976,-0.5022609354610801,-0.06569032824381286,0.31610950903727947,0.3730676474327682,0.5742587369000983,0.3938853953984263,-0.046687991020918744,-0.08111155376358628,-0.08725680289784125,-0.14331265459127215,-0.20916527056526488,-0.1233965849299117,0.08444137924264483,-0.054910765587732606,-0.055835186867052244
-0.5223824880186739,0.44835079349404855,0.412274104033187,0.3421579116970306,0.41921720514273664,0.44091815325715183,0.4673393491934656,0.49408985899678537,0.16502923056599192,1.0,-0.3368748296468239,-0.04369712428093397,-0.6069426169772474,-0.5088946431745507,0.3361395244822837,-0.19863625705765134,0.5725620478102452,-0.6107843466235804,-0.008849116370716838,0.3157707047946553,-0.38379248832614943,-0.2140793513340187,-0.1553400187881802,-0.08119673890580892,-0.18184019599083137,0.5582601761437475,0.2939162995477375,0.19369435912045133,0.2942690164864892,0.08647184689813783
0.8661003559037687,-0.3281613224503287,-0.4287609370843089,-0.46166841181029783,-0.4957026352185224,-0.4925705046991002,-0.5421202091034731,-0.48803111952538186,0.5750134117929732,-0.3368748296468239,1.0,0.38809785277906544,0.1237545540103529,0.9083279329076069,-0.5032094936683209,-0.40919350109723457,-0.3350475137154283,0.8712774448095483,0.14445847175906165,0.2843702381750853,0.5760378263622082,0.41768057677626347,0.08783694938111321,0.04980208830556077,0.046157843729865596,-0.6796386319013736,-0.22154068987306547,0.005727455660594754,-0.1281817942003828,-0.0594322578322823
0.48069055775893865,-0.18545444196540958,-0.17138859478812243,-0.22475181963565044,-0.20947585921482417,-0.08227654409966748,-0.14961610781750137,-0.006610998919041933,0.05831568516896145,-0.04369712428093397,0.38809785277906544,1.0,0.4888337238781027,0.2761477213471806,0.06463687045253112,0.17548305366780925,0.016926406642263952,0.4263068770628485,-0.37622580763855457,-0.30452852405192643,-0.1943365809308799,0.03190783050462146,0.016039916390077385,0.01438291581736203,-0.015814338303500472,-0.24728779982244395,-0.17250010231973822,-0.021870169818581996,0.10805658460710042,0.10524435775706277
0.43249556794151434,-0.40454133955383187,-0.37364235620770025,-0.3635212093741757,-0.3436016951765305,-0.28924002911194047,-0.21928135691084802,-0.1311841778913667,-0.39521330547906164,-0.6069426169772474,0.1237545540103529,0.4888337238781027,1.0,0.16954341765284928,0.0505073772589003,0.5037255912848609,-0.40463739232382573,0.45598942674701026,-0.37235376555676364,-0.717363505806991,-0.0503434111890039,0.06872952091682956,0.07012176344188384,0.04756429225925465,0.04614005018522527,-0.3665969931282905,-0.16421858426512065,-0.03423948732589086,0.00598843047486718,0.055136978668515656
0.8868868969746411,-0.4655049246898071,-0.48411938800116655,-0.507739386691746,-0.523940108713042,-0.5591642146286934,-0.5709837633284469,-0.580648602871542,0.4705472590731807,-0.5088946431745507,0.9083279329076069,0.2761477213471806,0.16954341765284928,1.0,-0.5519374879328928,-0.38883399619336184,-0.4842849409160881,0.926969532643247,0.1651464896705409,0.24718140604838068,0.6042040592763027,0.41322813408400116,0.08216445482130609,0.03219922892075211,0.03532877784227901,-0.7078898370724641,-0.243536429413472,-0.05130622647085522,-0.21821599352521417,-0.24552549759386033
-0.40022494013080756,0.36601896989393584,0.36534911120607083,0.3888027977795021,0.3632922311422681,0.4001028624996963,0.3881837123159823,0.41281527467644724,-0.43262423199334976,0.3361395244822837,-0.5032094936683209,0.06463687045253112,0.0505073772589003,-0.5519374879328928,1.0,0.7147741284630451,0.7517177761486739,-0.4754297939312982,-0.26552065662822943,-0.2968511843521634,-0.5973883638808416,0.17715812616853183,-0.003369453447423497,0.0611927703326165,0.011811435021171077,0.5317606425522955,0.27028870701580004,0.037734027369673316,0.21637994441755834,0.06204585679985577
